Feature,Importance
curricular_units_1st_sem_approved,0.3289145297999454
curricular_units_1st_sem_grade,0.242994424126207
tuition_fees_up_to_date,0.10046102680491499
age_at_enrollment,0.08557977471842822
admission_grade,0.08319300735289752
curricular_units_1st_sem_enrolled,0.05837307613872418
scholarship_holder,0.03907224486818283
debtor,0.028277404971632888
gender,0.021898440626657068
displaced,0.011236070592409999
